idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior
36,escritório,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,quarta-feira,longa,3,nenhum
56,aposentado,casado(a),básico,,não,não,telefone móvel,julho,quinta-feira,média,5,nenhum
31,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,longa,1,nenhum
35,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,quarta-feira,média,5,nenhum
21,,solteiro(a),básico,não,sim,sim,telefone móvel,abril,terça-feira,média,4,apenas um
73,aposentado,casado(a),básico,não,sim,não,telefone móvel,julho,segunda-feira,média,1,nenhum
54,escritório,solteiro(a),ensino médio,não,sim,sim,telefone fixo,abril,quarta-feira,curta,3,nenhum
40,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,abril,quarta-feira,média,1,apenas um
44,escritório,casado(a),graduação,,sim,não,telefone móvel,julho,quarta-feira,média,13,nenhum
54,especialista,divorciado(a),graduação,não,sim,não,telefone móvel,maio,quarta-feira,média,1,apenas um
77,aposentado,casado(a),graduação,não,não,sim,telefone móvel,dezembro,quinta-feira,longa,3,mais de um
44,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,julho,quinta-feira,longa,1,nenhum
37,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum
33,escritório,solteiro(a),graduação,não,não,não,telefone móvel,novembro,terça-feira,longa,2,nenhum
37,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,julho,quinta-feira,curta,2,nenhum
34,escritório,casado(a),graduação,não,não,sim,telefone fixo,junho,terça-feira,média,2,nenhum
55,especialista,divorciado(a),ensino técnico,,sim,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum
34,empreendedor,casado(a),básico,,não,não,telefone móvel,agosto,sexta-feira,longa,1,nenhum
51,trabalhador manual,casado(a),ensino técnico,,não,não,telefone móvel,novembro,quinta-feira,média,1,nenhum
36,escritório,casado(a),graduação,não,sim,não,telefone móvel,março,segunda-feira,longa,4,nenhum
58,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,quarta-feira,curta,5,nenhum
34,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,segunda-feira,longa,2,nenhum
32,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,novembro,segunda-feira,longa,2,nenhum
46,trabalhador manual,casado(a),,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,apenas um
44,escritório,casado(a),graduação,não,sim,não,telefone fixo,maio,terça-feira,longa,1,nenhum
43,gerência,casado(a),graduação,não,não,não,telefone fixo,junho,terça-feira,média,7,nenhum
45,especialista,divorciado(a),graduação,,sim,sim,telefone fixo,julho,segunda-feira,curta,3,nenhum
32,gerência,solteiro(a),ensino técnico,não,sim,não,telefone fixo,maio,sexta-feira,média,6,nenhum
34,escritório,casado(a),graduação,não,não,não,telefone fixo,outubro,quarta-feira,média,1,nenhum
23,trabalhador manual,solteiro(a),básico,,,,telefone fixo,maio,terça-feira,média,1,nenhum
27,trabalhador manual,solteiro(a),básico,não,sim,sim,telefone móvel,maio,quarta-feira,curta,3,nenhum
74,aposentado,casado(a),,não,sim,não,telefone fixo,março,segunda-feira,longa,1,nenhum
29,gerência,solteiro(a),,não,não,não,telefone fixo,julho,quinta-feira,média,2,nenhum
25,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,longa,1,nenhum
42,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,quinta-feira,curta,9,nenhum
52,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,junho,segunda-feira,média,8,nenhum
26,empreendedor,solteiro(a),,não,,,telefone móvel,julho,quarta-feira,longa,5,mais de um
57,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,maio,segunda-feira,longa,2,nenhum
24,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,terça-feira,curta,8,nenhum
34,empreendedor,divorciado(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,1,nenhum
34,empreendedor,solteiro(a),ensino técnico,não,sim,não,telefone móvel,março,sexta-feira,longa,1,nenhum
50,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,agosto,quinta-feira,curta,14,nenhum
60,aposentado,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum
34,especialista,casado(a),graduação,não,não,não,telefone móvel,novembro,quarta-feira,média,1,nenhum
33,empreendedor,casado(a),básico,não,sim,não,telefone móvel,junho,terça-feira,média,2,apenas um
53,escritório,casado(a),ensino técnico,não,sim,sim,telefone móvel,julho,terça-feira,média,2,apenas um
45,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,julho,segunda-feira,curta,3,nenhum
76,aposentado,casado(a),básico,não,não,não,telefone móvel,abril,terça-feira,longa,2,apenas um
34,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,setembro,sexta-feira,média,9,mais de um
34,escritório,solteiro(a),graduação,não,não,não,telefone móvel,junho,quarta-feira,média,1,apenas um
31,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,quinta-feira,curta,4,nenhum
31,gerência,solteiro(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,média,5,apenas um
33,especialista,solteiro(a),graduação,não,não,não,telefone móvel,junho,segunda-feira,longa,1,nenhum
57,terceirizados,divorciado(a),ensino médio,não,não,sim,telefone fixo,julho,terça-feira,média,1,nenhum
46,terceirizados,divorciado(a),ensino médio,não,não,não,telefone móvel,maio,segunda-feira,curta,9,apenas um
40,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,longa,3,apenas um
35,escritório,solteiro(a),básico,não,não,não,telefone móvel,maio,quinta-feira,curta,11,nenhum
38,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,quarta-feira,média,2,nenhum
42,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,segunda-feira,longa,2,apenas um
23,,solteiro(a),ensino médio,não,não,sim,telefone fixo,junho,quinta-feira,média,2,nenhum
38,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,longa,3,nenhum
30,empreendedor,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,2,nenhum
58,aposentado,casado(a),básico,não,não,não,telefone móvel,agosto,terça-feira,curta,27,nenhum
50,terceirizados,divorciado(a),ensino médio,,sim,não,telefone móvel,julho,terça-feira,curta,9,nenhum
38,empreendedor,divorciado(a),ensino médio,,não,não,telefone móvel,julho,quarta-feira,longa,4,nenhum
40,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,outubro,quinta-feira,média,1,nenhum
31,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,7,nenhum
27,desempregado,solteiro(a),graduação,não,sim,não,telefone fixo,abril,terça-feira,longa,3,nenhum
49,escritório,divorciado(a),ensino médio,,sim,sim,telefone móvel,maio,segunda-feira,longa,1,nenhum
44,terceirizados,casado(a),básico,,sim,sim,telefone móvel,julho,segunda-feira,longa,3,nenhum
67,aposentado,casado(a),graduação,não,não,sim,telefone móvel,agosto,segunda-feira,longa,1,nenhum
31,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,3,nenhum
31,especialista,casado(a),ensino médio,não,não,não,telefone móvel,julho,sexta-feira,longa,26,nenhum
52,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,novembro,sexta-feira,curta,2,apenas um
37,escritório,casado(a),graduação,não,não,sim,telefone fixo,maio,sexta-feira,média,3,nenhum
32,desempregado,solteiro(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,longa,1,mais de um
41,especialista,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,média,4,nenhum
29,escritório,casado(a),graduação,não,sim,não,telefone fixo,maio,sexta-feira,curta,3,nenhum
40,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,maio,quinta-feira,curta,8,nenhum
35,do lar,solteiro(a),básico,não,não,não,telefone móvel,junho,segunda-feira,média,1,nenhum
53,escritório,divorciado(a),graduação,,sim,sim,telefone móvel,julho,terça-feira,longa,2,nenhum
43,gerência,divorciado(a),graduação,não,sim,não,telefone fixo,maio,segunda-feira,média,2,nenhum
37,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,média,4,nenhum
37,empreendedor,casado(a),graduação,não,não,sim,telefone móvel,julho,quarta-feira,curta,1,nenhum
49,especialista,casado(a),básico,não,não,sim,telefone móvel,julho,quinta-feira,longa,3,nenhum
57,escritório,casado(a),graduação,não,não,não,telefone móvel,novembro,sexta-feira,longa,2,nenhum
41,escritório,casado(a),ensino médio,,sim,não,telefone fixo,junho,sexta-feira,curta,3,nenhum
32,desempregado,solteiro(a),ensino técnico,não,sim,não,telefone móvel,novembro,quarta-feira,média,1,apenas um
48,gerência,casado(a),básico,,não,não,telefone fixo,maio,segunda-feira,curta,22,nenhum
33,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone móvel,abril,quinta-feira,média,2,apenas um
59,do lar,divorciado(a),básico,não,sim,sim,telefone móvel,setembro,quarta-feira,longa,1,nenhum
37,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,quarta-feira,longa,1,apenas um
36,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,novembro,sexta-feira,curta,3,apenas um
36,,casado(a),graduação,não,sim,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
35,trabalhador manual,casado(a),básico,,sim,sim,telefone móvel,julho,quinta-feira,média,3,nenhum
72,aposentado,casado(a),básico,não,não,não,telefone móvel,outubro,terça-feira,longa,1,nenhum
54,escritório,divorciado(a),graduação,,não,não,telefone fixo,junho,segunda-feira,curta,2,nenhum
39,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,novembro,quarta-feira,curta,1,nenhum
36,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,julho,segunda-feira,longa,3,nenhum
33,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,longa,1,nenhum
37,especialista,solteiro(a),ensino técnico,,não,não,telefone móvel,maio,quarta-feira,longa,1,nenhum
33,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,junho,terça-feira,longa,1,nenhum
39,trabalhador manual,solteiro(a),básico,não,não,sim,telefone fixo,maio,terça-feira,média,2,nenhum
58,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,agosto,terça-feira,média,3,nenhum
24,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quarta-feira,longa,1,nenhum
35,desempregado,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum
38,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,junho,quarta-feira,média,1,nenhum
30,escritório,solteiro(a),ensino médio,não,não,sim,telefone móvel,junho,segunda-feira,curta,1,nenhum
33,especialista,solteiro(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,média,1,nenhum
54,aposentado,casado(a),ensino médio,não,não,não,telefone móvel,novembro,sexta-feira,média,3,nenhum
31,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,maio,quinta-feira,longa,6,nenhum
61,aposentado,casado(a),graduação,,não,não,telefone móvel,agosto,segunda-feira,média,1,nenhum
59,escritório,solteiro(a),ensino técnico,,não,não,telefone fixo,junho,terça-feira,média,2,nenhum
38,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,longa,12,nenhum
54,gerência,casado(a),graduação,não,não,não,telefone móvel,novembro,sexta-feira,média,2,nenhum
27,terceirizados,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,média,4,nenhum
25,,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,quarta-feira,longa,1,mais de um
41,especialista,casado(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,média,1,nenhum
38,especialista,solteiro(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
53,terceirizados,casado(a),,,não,não,telefone fixo,maio,terça-feira,média,1,nenhum
37,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,longa,2,nenhum
44,empreendedor,casado(a),ensino médio,,não,sim,telefone móvel,novembro,quinta-feira,média,2,nenhum
39,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum
40,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,terça-feira,média,2,nenhum
29,trabalhador manual,casado(a),básico,não,não,sim,telefone fixo,maio,sexta-feira,longa,4,nenhum
46,terceirizados,casado(a),básico,não,não,sim,telefone fixo,maio,segunda-feira,média,1,nenhum
41,gerência,casado(a),graduação,não,,,telefone móvel,agosto,quarta-feira,longa,2,apenas um
51,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,média,2,nenhum
34,terceirizados,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,longa,4,nenhum
40,terceirizados,solteiro(a),graduação,,sim,não,telefone móvel,novembro,quinta-feira,curta,3,nenhum
48,gerência,divorciado(a),graduação,não,sim,não,telefone fixo,junho,sexta-feira,curta,2,nenhum
45,desempregado,solteiro(a),básico,não,não,não,telefone fixo,junho,quarta-feira,curta,1,nenhum
48,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,média,2,nenhum
38,trabalhador manual,casado(a),ensino técnico,não,não,não,telefone fixo,maio,terça-feira,longa,2,nenhum
50,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
36,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,junho,sexta-feira,longa,1,nenhum
26,,solteiro(a),ensino médio,não,não,não,telefone móvel,outubro,sexta-feira,longa,3,nenhum
56,aposentado,casado(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum
37,,solteiro(a),básico,,sim,sim,telefone móvel,maio,quinta-feira,longa,3,nenhum
49,terceirizados,solteiro(a),básico,,sim,não,telefone móvel,maio,quinta-feira,curta,7,apenas um
50,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,média,1,nenhum
55,gerência,casado(a),graduação,,sim,não,telefone fixo,julho,quinta-feira,curta,5,nenhum
54,aposentado,casado(a),básico,,não,sim,telefone fixo,maio,quinta-feira,média,5,nenhum
30,empreendedor,solteiro(a),graduação,não,sim,não,telefone móvel,junho,segunda-feira,média,2,apenas um
56,aposentado,casado(a),básico,,não,não,telefone fixo,maio,sexta-feira,média,1,nenhum
26,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,novembro,sexta-feira,longa,2,apenas um
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,junho,quarta-feira,média,1,nenhum
44,escritório,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,longa,4,nenhum
41,empreendedor,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,longa,3,nenhum
37,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,curta,2,nenhum
42,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,longa,2,nenhum
32,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,julho,quarta-feira,média,1,nenhum
43,escritório,divorciado(a),graduação,não,sim,não,telefone fixo,junho,sexta-feira,curta,6,nenhum
31,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,junho,terça-feira,média,1,nenhum
31,escritório,casado(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,longa,3,nenhum
51,especialista,casado(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,longa,1,nenhum
61,aposentado,divorciado(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,média,1,nenhum
32,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,curta,2,nenhum
42,escritório,casado(a),ensino médio,não,não,não,telefone móvel,novembro,segunda-feira,média,1,apenas um
56,trabalhador manual,casado(a),básico,,não,não,telefone móvel,novembro,terça-feira,curta,2,nenhum
32,trabalhador manual,divorciado(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,longa,1,nenhum
26,escritório,solteiro(a),graduação,não,sim,sim,telefone fixo,outubro,quinta-feira,média,1,nenhum
35,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,longa,2,nenhum
24,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,longa,2,nenhum
41,escritório,casado(a),ensino médio,,sim,não,telefone fixo,maio,quinta-feira,curta,4,nenhum
29,escritório,solteiro(a),graduação,não,sim,sim,telefone móvel,agosto,terça-feira,média,2,mais de um
32,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,longa,3,nenhum
49,terceirizados,casado(a),básico,,não,sim,telefone móvel,agosto,quinta-feira,média,2,nenhum
39,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,março,quinta-feira,média,1,nenhum
43,aposentado,divorciado(a),,não,não,não,telefone fixo,agosto,quarta-feira,média,3,nenhum
60,especialista,casado(a),graduação,não,sim,não,telefone móvel,outubro,segunda-feira,longa,3,apenas um
48,escritório,casado(a),ensino médio,,não,não,telefone móvel,agosto,quinta-feira,média,8,nenhum
33,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,novembro,quarta-feira,longa,1,nenhum
40,terceirizados,solteiro(a),graduação,,sim,não,telefone móvel,novembro,quinta-feira,longa,2,nenhum
47,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,junho,quinta-feira,média,3,nenhum
28,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,julho,segunda-feira,média,4,nenhum
50,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,outubro,sexta-feira,média,1,apenas um
54,empreendedor,divorciado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,curta,1,nenhum
42,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,curta,2,nenhum
33,escritório,casado(a),graduação,não,sim,não,telefone móvel,março,segunda-feira,longa,1,nenhum
58,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,curta,1,nenhum
81,aposentado,divorciado(a),,não,sim,sim,telefone móvel,novembro,sexta-feira,média,2,apenas um
36,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,curta,2,nenhum
22,empreendedor,solteiro(a),graduação,não,sim,não,telefone móvel,abril,segunda-feira,longa,1,nenhum
33,terceirizados,solteiro(a),,,não,não,telefone móvel,julho,terça-feira,longa,1,nenhum
50,trabalhador manual,divorciado(a),básico,,não,não,telefone fixo,junho,quarta-feira,média,5,nenhum
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum
31,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,quinta-feira,longa,5,nenhum
34,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,julho,quinta-feira,média,6,nenhum
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,segunda-feira,longa,1,nenhum
31,trabalhador manual,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,quarta-feira,curta,7,nenhum
36,escritório,solteiro(a),ensino técnico,não,sim,não,telefone móvel,novembro,sexta-feira,longa,3,nenhum
39,do lar,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,curta,4,nenhum
69,aposentado,casado(a),ensino técnico,não,não,sim,telefone móvel,maio,quinta-feira,longa,1,apenas um
34,trabalhador manual,divorciado(a),básico,não,não,sim,telefone fixo,maio,quinta-feira,curta,6,apenas um
38,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
34,terceirizados,solteiro(a),básico,não,não,não,telefone fixo,maio,segunda-feira,longa,14,nenhum
62,aposentado,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum
59,aposentado,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,sexta-feira,curta,2,nenhum
33,especialista,casado(a),graduação,não,não,não,telefone móvel,maio,terça-feira,média,2,nenhum
25,,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
57,aposentado,divorciado(a),básico,,não,não,telefone fixo,junho,sexta-feira,curta,4,nenhum
26,,solteiro(a),graduação,não,sim,não,telefone fixo,abril,quinta-feira,longa,2,nenhum
31,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,4,nenhum
34,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum
47,empreendedor,casado(a),ensino técnico,não,sim,não,telefone fixo,maio,quarta-feira,curta,2,nenhum
43,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,longa,1,nenhum
37,empreendedor,casado(a),básico,,sim,sim,telefone fixo,maio,terça-feira,longa,1,nenhum
38,especialista,casado(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,média,1,nenhum
44,do lar,casado(a),básico,,não,não,telefone fixo,maio,terça-feira,longa,4,nenhum
52,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,maio,terça-feira,longa,1,apenas um
28,especialista,solteiro(a),básico,não,não,sim,telefone móvel,abril,quarta-feira,curta,2,nenhum
48,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,segunda-feira,média,1,nenhum
36,trabalhador manual,casado(a),ensino médio,não,não,não,telefone móvel,maio,terça-feira,média,2,nenhum
59,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,agosto,quarta-feira,longa,1,apenas um
33,escritório,divorciado(a),ensino médio,não,não,não,telefone móvel,julho,quarta-feira,curta,3,nenhum
26,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,quinta-feira,longa,5,nenhum
49,escritório,casado(a),básico,não,sim,não,telefone móvel,outubro,terça-feira,curta,2,mais de um
37,trabalhador manual,casado(a),básico,,,,telefone fixo,maio,segunda-feira,média,1,nenhum
37,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum
66,aposentado,casado(a),básico,não,não,não,telefone móvel,outubro,sexta-feira,média,2,mais de um
29,trabalhador manual,solteiro(a),básico,,não,não,telefone móvel,julho,terça-feira,média,3,nenhum
35,terceirizados,casado(a),ensino médio,não,sim,sim,telefone fixo,maio,terça-feira,longa,1,nenhum
33,especialista,solteiro(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,longa,3,nenhum
28,especialista,solteiro(a),graduação,não,sim,sim,telefone móvel,maio,quarta-feira,longa,1,nenhum
46,desempregado,casado(a),básico,,não,não,telefone móvel,julho,quarta-feira,curta,3,nenhum
34,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,curta,3,nenhum
44,trabalhador manual,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,longa,2,nenhum
41,terceirizados,casado(a),ensino médio,não,não,sim,telefone móvel,julho,segunda-feira,média,4,nenhum
24,,solteiro(a),ensino técnico,não,não,não,telefone móvel,setembro,quarta-feira,média,2,apenas um
71,aposentado,casado(a),básico,não,sim,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum
65,aposentado,casado(a),,não,sim,sim,telefone móvel,agosto,sexta-feira,curta,1,apenas um
31,especialista,casado(a),graduação,não,não,não,telefone móvel,junho,sexta-feira,média,1,apenas um
23,trabalhador manual,solteiro(a),básico,não,sim,não,telefone fixo,maio,terça-feira,longa,1,nenhum
41,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum
38,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,terça-feira,longa,1,nenhum
65,aposentado,casado(a),básico,não,,,telefone fixo,agosto,sexta-feira,média,3,nenhum
60,aposentado,casado(a),ensino técnico,não,não,não,telefone fixo,maio,quarta-feira,longa,9,nenhum
39,desempregado,solteiro(a),ensino médio,não,sim,não,telefone móvel,dezembro,sexta-feira,média,4,apenas um
57,trabalhador manual,casado(a),básico,,sim,sim,telefone móvel,julho,sexta-feira,longa,1,nenhum
28,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,julho,sexta-feira,curta,1,nenhum
26,,solteiro(a),ensino médio,não,sim,sim,telefone móvel,abril,quarta-feira,curta,1,nenhum
25,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,longa,4,nenhum
49,terceirizados,casado(a),ensino médio,,não,não,telefone móvel,agosto,quinta-feira,média,1,nenhum
44,escritório,casado(a),graduação,,sim,não,telefone fixo,maio,quinta-feira,curta,10,nenhum
27,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,julho,quinta-feira,longa,3,mais de um
59,empreendedor,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,longa,4,mais de um
43,escritório,solteiro(a),graduação,não,não,não,telefone móvel,novembro,quarta-feira,curta,1,nenhum
51,especialista,casado(a),ensino técnico,não,,,telefone móvel,novembro,terça-feira,longa,2,apenas um
57,empreendedor,casado(a),,,não,não,telefone fixo,maio,segunda-feira,média,1,nenhum
39,especialista,divorciado(a),ensino técnico,não,não,não,telefone fixo,junho,quinta-feira,média,2,nenhum
40,gerência,casado(a),graduação,não,sim,não,telefone fixo,agosto,quarta-feira,longa,1,nenhum
47,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,longa,3,nenhum
48,especialista,casado(a),ensino médio,,não,não,telefone móvel,abril,segunda-feira,média,2,apenas um
22,,solteiro(a),graduação,não,sim,não,telefone móvel,dezembro,sexta-feira,longa,3,apenas um
36,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,quarta-feira,curta,1,nenhum
52,do lar,casado(a),básico,não,sim,não,telefone móvel,julho,terça-feira,média,2,nenhum
62,aposentado,casado(a),básico,não,sim,sim,telefone móvel,agosto,sexta-feira,curta,1,apenas um
25,escritório,solteiro(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,média,6,nenhum
43,terceirizados,casado(a),básico,não,não,não,telefone móvel,julho,terça-feira,longa,3,nenhum
36,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,quarta-feira,longa,2,apenas um
44,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,longa,1,nenhum
54,do lar,divorciado(a),básico,,,,telefone fixo,maio,sexta-feira,curta,2,nenhum
46,trabalhador manual,solteiro(a),ensino médio,não,sim,sim,telefone móvel,setembro,quarta-feira,longa,1,nenhum
33,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,maio,sexta-feira,média,1,apenas um
26,especialista,casado(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,média,3,nenhum
49,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,média,1,mais de um
48,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,maio,sexta-feira,curta,3,nenhum
65,do lar,casado(a),,não,sim,não,telefone fixo,maio,quarta-feira,longa,3,nenhum
40,gerência,solteiro(a),graduação,não,sim,não,telefone fixo,junho,quinta-feira,média,6,nenhum
76,aposentado,divorciado(a),básico,,sim,não,telefone móvel,outubro,quinta-feira,longa,1,nenhum
31,gerência,casado(a),graduação,não,não,não,telefone móvel,março,segunda-feira,curta,1,nenhum
45,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,novembro,quarta-feira,longa,4,nenhum
32,terceirizados,solteiro(a),ensino médio,não,,,telefone fixo,maio,segunda-feira,longa,6,nenhum
48,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,novembro,quinta-feira,longa,4,nenhum
