idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior,produto
28,escritório,solteiro(a),,não,sim,não,telefone fixo,julho,terça-feira,longa,1,nenhum,sim
33,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,junho,quinta-feira,longa,2,nenhum,não
32,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,sexta-feira,curta,1,apenas um,não
38,escritório,casado(a),graduação,não,sim,não,telefone móvel,novembro,sexta-feira,média,2,nenhum,não
42,gerência,casado(a),,não,sim,não,telefone fixo,junho,sexta-feira,curta,1,nenhum,não
40,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,setembro,sexta-feira,média,1,apenas um,sim
32,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,longa,3,nenhum,não
33,especialista,divorciado(a),ensino técnico,não,sim,sim,telefone fixo,julho,sexta-feira,curta,1,nenhum,não
38,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,maio,terça-feira,longa,3,nenhum,não
43,escritório,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,curta,2,nenhum,não
37,empreendedor,casado(a),básico,,sim,sim,telefone móvel,agosto,quinta-feira,longa,2,nenhum,sim
49,,casado(a),,,sim,não,telefone móvel,julho,segunda-feira,média,7,nenhum,não
46,especialista,casado(a),graduação,,não,sim,telefone fixo,junho,terça-feira,longa,4,nenhum,sim
25,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,sexta-feira,curta,4,nenhum,não
77,aposentado,divorciado(a),básico,não,não,não,telefone móvel,setembro,terça-feira,média,1,nenhum,não
30,escritório,casado(a),graduação,não,,,telefone móvel,julho,terça-feira,longa,1,apenas um,sim
33,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,maio,terça-feira,curta,6,nenhum,não
26,trabalhador manual,casado(a),ensino médio,não,não,sim,telefone fixo,junho,quarta-feira,curta,1,nenhum,não
56,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,3,nenhum,não
74,aposentado,casado(a),graduação,não,não,não,telefone móvel,novembro,sexta-feira,média,1,nenhum,sim
51,especialista,casado(a),ensino médio,não,não,não,telefone móvel,dezembro,segunda-feira,longa,3,nenhum,sim
51,terceirizados,divorciado(a),ensino médio,não,não,não,telefone móvel,maio,quarta-feira,média,2,nenhum,não
37,terceirizados,casado(a),ensino médio,não,sim,sim,telefone móvel,julho,quinta-feira,longa,4,nenhum,sim
49,escritório,casado(a),ensino médio,não,não,não,telefone fixo,outubro,segunda-feira,longa,1,nenhum,sim
50,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,maio,quinta-feira,longa,2,nenhum,não
44,trabalhador manual,solteiro(a),básico,,não,não,telefone fixo,maio,quarta-feira,longa,3,nenhum,não
71,aposentado,divorciado(a),básico,não,sim,não,telefone móvel,março,segunda-feira,média,3,nenhum,sim
40,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,novembro,quarta-feira,média,1,apenas um,não
44,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,curta,1,nenhum,não
34,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,novembro,terça-feira,média,1,nenhum,sim
71,especialista,casado(a),,não,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,sim
53,especialista,casado(a),ensino médio,não,sim,sim,telefone móvel,agosto,quarta-feira,média,2,nenhum,não
49,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,média,4,nenhum,não
40,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,junho,quarta-feira,média,1,nenhum,não
28,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,longa,4,apenas um,sim
33,especialista,casado(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,não
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,curta,3,nenhum,não
59,gerência,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,não
34,escritório,divorciado(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,longa,4,nenhum,não
58,especialista,casado(a),básico,,não,não,telefone móvel,julho,quarta-feira,média,2,nenhum,não
20,,solteiro(a),,não,sim,não,telefone móvel,abril,segunda-feira,média,1,apenas um,sim
38,terceirizados,casado(a),ensino médio,não,sim,sim,telefone móvel,abril,segunda-feira,longa,2,nenhum,não
34,trabalhador manual,casado(a),básico,,não,sim,telefone fixo,maio,quinta-feira,curta,3,nenhum,não
36,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
27,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,segunda-feira,longa,2,nenhum,sim
54,empreendedor,divorciado(a),graduação,não,sim,não,telefone móvel,novembro,segunda-feira,curta,1,apenas um,não
31,escritório,divorciado(a),graduação,,sim,não,telefone fixo,junho,sexta-feira,curta,1,nenhum,não
58,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,novembro,sexta-feira,média,3,apenas um,não
34,empreendedor,casado(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,curta,7,nenhum,não
28,escritório,solteiro(a),ensino médio,,não,não,telefone móvel,julho,segunda-feira,média,12,nenhum,não
45,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,maio,terça-feira,média,3,nenhum,não
50,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,agosto,quinta-feira,curta,1,nenhum,não
40,trabalhador manual,divorciado(a),básico,não,sim,não,telefone fixo,maio,terça-feira,média,6,nenhum,não
48,trabalhador manual,casado(a),básico,,não,sim,telefone fixo,maio,terça-feira,curta,1,nenhum,não
40,empreendedor,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,longa,2,nenhum,não
50,gerência,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,1,apenas um,sim
56,escritório,casado(a),ensino médio,não,não,não,telefone fixo,outubro,segunda-feira,longa,2,mais de um,não
31,escritório,solteiro(a),graduação,não,não,não,telefone móvel,novembro,segunda-feira,curta,1,nenhum,sim
26,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,abril,quarta-feira,longa,1,nenhum,sim
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,segunda-feira,longa,2,nenhum,não
41,especialista,casado(a),ensino técnico,,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
29,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,terça-feira,média,2,nenhum,não
42,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,média,7,mais de um,não
35,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,terça-feira,longa,2,nenhum,sim
32,gerência,solteiro(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,média,1,nenhum,não
55,gerência,casado(a),graduação,não,sim,não,telefone móvel,abril,terça-feira,média,1,nenhum,sim
60,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,segunda-feira,curta,10,nenhum,não
36,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,novembro,sexta-feira,curta,3,apenas um,não
39,gerência,casado(a),,,não,não,telefone fixo,junho,quarta-feira,longa,9,nenhum,sim
55,gerência,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,curta,1,nenhum,não
33,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,longa,4,nenhum,sim
33,especialista,casado(a),ensino técnico,,não,sim,telefone móvel,agosto,quinta-feira,curta,1,nenhum,não
25,,solteiro(a),graduação,não,sim,sim,telefone móvel,junho,terça-feira,longa,1,mais de um,não
35,escritório,divorciado(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum,não
46,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,quarta-feira,média,9,nenhum,não
47,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,abril,terça-feira,média,1,nenhum,sim
29,empreendedor,casado(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
29,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,terça-feira,média,1,nenhum,não
51,gerência,casado(a),graduação,não,não,não,telefone fixo,junho,segunda-feira,média,5,apenas um,sim
41,especialista,solteiro(a),graduação,não,não,não,telefone móvel,novembro,segunda-feira,longa,5,nenhum,sim
61,gerência,divorciado(a),graduação,não,sim,não,telefone fixo,junho,segunda-feira,longa,4,nenhum,não
36,empreendedor,casado(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,média,2,nenhum,não
49,escritório,divorciado(a),ensino médio,não,sim,não,telefone móvel,maio,quinta-feira,média,1,nenhum,não
51,gerência,casado(a),graduação,,sim,não,telefone móvel,agosto,segunda-feira,longa,4,nenhum,sim
50,empreendedor,casado(a),graduação,,não,não,telefone fixo,maio,sexta-feira,longa,17,nenhum,não
30,especialista,casado(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,curta,5,nenhum,não
46,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum,sim
46,do lar,casado(a),básico,não,não,não,telefone móvel,agosto,quinta-feira,curta,3,nenhum,não
22,,solteiro(a),ensino médio,não,não,sim,telefone móvel,outubro,segunda-feira,média,1,nenhum,não
42,gerência,casado(a),graduação,não,sim,não,telefone fixo,junho,sexta-feira,média,1,nenhum,não
30,especialista,solteiro(a),básico,não,sim,não,telefone móvel,abril,segunda-feira,curta,2,nenhum,sim
32,desempregado,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,longa,9,nenhum,sim
58,escritório,divorciado(a),ensino médio,não,não,não,telefone móvel,setembro,terça-feira,longa,1,mais de um,sim
38,gerência,solteiro(a),básico,não,não,não,telefone móvel,outubro,quinta-feira,média,1,nenhum,sim
25,,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,terça-feira,média,2,mais de um,sim
49,escritório,divorciado(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,média,2,nenhum,não
20,,solteiro(a),,não,sim,não,telefone móvel,novembro,segunda-feira,longa,1,apenas um,sim
57,aposentado,casado(a),ensino técnico,não,,,telefone móvel,outubro,quinta-feira,média,1,apenas um,sim
33,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,sexta-feira,longa,2,nenhum,não
57,desempregado,divorciado(a),básico,não,sim,não,telefone móvel,março,quarta-feira,média,1,apenas um,sim
30,terceirizados,casado(a),ensino médio,,sim,sim,telefone móvel,novembro,quinta-feira,média,4,nenhum,não
60,escritório,casado(a),básico,,não,não,telefone móvel,julho,quinta-feira,média,1,nenhum,não
51,escritório,casado(a),ensino médio,não,não,não,telefone móvel,agosto,segunda-feira,curta,6,nenhum,não
44,trabalhador manual,solteiro(a),básico,não,sim,não,telefone fixo,novembro,quarta-feira,longa,1,nenhum,não
38,terceirizados,casado(a),ensino médio,não,não,sim,telefone móvel,julho,terça-feira,média,3,nenhum,não
48,terceirizados,casado(a),ensino médio,,não,não,telefone fixo,junho,sexta-feira,curta,6,nenhum,não
38,empreendedor,solteiro(a),graduação,,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
35,escritório,divorciado(a),graduação,não,não,não,telefone móvel,novembro,terça-feira,média,1,nenhum,não
42,escritório,divorciado(a),graduação,,sim,não,telefone fixo,maio,segunda-feira,média,1,nenhum,não
36,escritório,divorciado(a),graduação,não,,,telefone fixo,maio,terça-feira,média,1,nenhum,não
32,desempregado,casado(a),básico,não,não,não,telefone móvel,maio,quarta-feira,longa,1,nenhum,sim
28,empreendedor,casado(a),ensino técnico,não,não,não,telefone fixo,novembro,quarta-feira,longa,1,nenhum,sim
47,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,quinta-feira,curta,2,nenhum,não
19,,solteiro(a),,não,sim,não,telefone móvel,setembro,sexta-feira,longa,1,nenhum,sim
38,especialista,solteiro(a),graduação,não,sim,não,telefone fixo,maio,quinta-feira,média,3,nenhum,não
51,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,longa,2,nenhum,não
35,,casado(a),básico,não,sim,não,telefone móvel,abril,quinta-feira,longa,2,nenhum,não
33,trabalhador manual,divorciado(a),básico,não,não,não,telefone fixo,junho,quarta-feira,curta,11,nenhum,não
41,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,média,4,nenhum,não
24,empreendedor,solteiro(a),básico,não,sim,não,telefone móvel,maio,quinta-feira,curta,2,nenhum,não
30,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,abril,quinta-feira,longa,2,nenhum,sim
40,terceirizados,divorciado(a),ensino médio,não,não,não,telefone móvel,maio,quinta-feira,média,1,nenhum,não
27,,solteiro(a),básico,não,sim,não,telefone móvel,março,segunda-feira,longa,2,nenhum,sim
38,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,apenas um,sim
32,escritório,casado(a),ensino médio,não,,,telefone fixo,junho,quarta-feira,longa,2,nenhum,não
34,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,quarta-feira,longa,2,nenhum,sim
68,escritório,casado(a),básico,,não,não,telefone móvel,outubro,quinta-feira,média,2,mais de um,sim
38,gerência,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,sim
31,trabalhador manual,solteiro(a),básico,não,não,sim,telefone móvel,maio,quinta-feira,média,1,nenhum,não
60,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,sexta-feira,longa,2,apenas um,sim
53,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,média,2,apenas um,não
44,especialista,casado(a),graduação,,,,telefone móvel,maio,terça-feira,longa,1,apenas um,sim
42,especialista,casado(a),ensino técnico,,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
42,escritório,divorciado(a),graduação,não,sim,sim,telefone móvel,março,sexta-feira,longa,1,nenhum,sim
37,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum,sim
57,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,média,2,nenhum,não
51,gerência,casado(a),graduação,não,sim,não,telefone móvel,outubro,quinta-feira,longa,2,apenas um,sim
70,aposentado,divorciado(a),básico,não,sim,não,telefone móvel,abril,segunda-feira,longa,1,nenhum,sim
42,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,maio,sexta-feira,longa,4,apenas um,não
40,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,maio,quinta-feira,média,6,nenhum,não
30,escritório,solteiro(a),ensino médio,não,sim,sim,telefone móvel,agosto,segunda-feira,curta,4,nenhum,não
32,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,média,5,apenas um,não
29,especialista,divorciado(a),graduação,não,não,não,telefone móvel,julho,quarta-feira,média,1,nenhum,não
60,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,segunda-feira,média,1,nenhum,não
33,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,julho,segunda-feira,curta,2,nenhum,não
29,trabalhador manual,solteiro(a),básico,,não,não,telefone móvel,maio,terça-feira,longa,1,apenas um,não
38,trabalhador manual,divorciado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,média,3,nenhum,não
44,empreendedor,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum,não
35,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,sexta-feira,longa,1,nenhum,não
24,trabalhador manual,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,quarta-feira,curta,1,nenhum,não
39,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum,não
28,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,quarta-feira,média,1,nenhum,não
33,especialista,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,terça-feira,média,3,nenhum,não
43,empreendedor,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
41,escritório,divorciado(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,média,6,nenhum,não
28,trabalhador manual,solteiro(a),básico,,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum,não
54,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,média,4,nenhum,não
44,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,segunda-feira,longa,2,nenhum,sim
45,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,quinta-feira,curta,1,nenhum,não
32,especialista,solteiro(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,longa,1,apenas um,sim
59,aposentado,divorciado(a),básico,não,não,não,telefone fixo,agosto,terça-feira,curta,1,nenhum,não
35,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,abril,sexta-feira,curta,3,nenhum,sim
47,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,sexta-feira,longa,2,nenhum,sim
37,escritório,casado(a),graduação,não,não,sim,telefone móvel,julho,quarta-feira,média,2,nenhum,não
35,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,maio,terça-feira,média,2,nenhum,não
38,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,sexta-feira,longa,3,nenhum,não
36,escritório,casado(a),graduação,não,sim,não,telefone fixo,maio,segunda-feira,longa,1,nenhum,não
68,escritório,casado(a),básico,,não,não,telefone móvel,junho,terça-feira,longa,1,nenhum,sim
49,aposentado,casado(a),básico,não,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
47,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,julho,sexta-feira,média,3,nenhum,não
28,,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,média,1,mais de um,sim
40,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,quarta-feira,média,3,nenhum,não
34,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,não
54,gerência,divorciado(a),graduação,não,não,sim,telefone móvel,novembro,sexta-feira,longa,2,apenas um,sim
39,especialista,casado(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,curta,5,nenhum,não
29,empreendedor,solteiro(a),graduação,não,não,sim,telefone móvel,maio,segunda-feira,longa,1,nenhum,sim
37,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,novembro,quarta-feira,média,2,nenhum,não
32,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,média,1,nenhum,não
23,,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,segunda-feira,longa,3,nenhum,sim
27,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,outubro,sexta-feira,média,2,apenas um,sim
46,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum,sim
33,escritório,casado(a),graduação,não,sim,não,telefone móvel,setembro,sexta-feira,média,2,nenhum,não
33,empreendedor,solteiro(a),graduação,não,não,sim,telefone móvel,novembro,quinta-feira,média,1,nenhum,não
27,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,setembro,sexta-feira,média,3,apenas um,sim
29,terceirizados,solteiro(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum,não
57,trabalhador manual,casado(a),básico,,não,sim,telefone móvel,abril,quarta-feira,curta,2,nenhum,não
33,,solteiro(a),,não,sim,não,telefone móvel,maio,quarta-feira,média,2,nenhum,sim
39,escritório,casado(a),graduação,não,não,não,telefone fixo,junho,sexta-feira,longa,4,nenhum,sim
31,,casado(a),ensino técnico,não,não,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,não
59,terceirizados,casado(a),básico,não,,,telefone fixo,junho,sexta-feira,média,1,nenhum,não
32,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,média,1,nenhum,sim
31,empreendedor,solteiro(a),graduação,não,sim,sim,telefone móvel,agosto,quarta-feira,média,3,nenhum,não
41,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,abril,segunda-feira,longa,2,nenhum,sim
30,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,abril,segunda-feira,média,2,nenhum,não
43,escritório,casado(a),ensino técnico,não,sim,não,telefone fixo,novembro,quinta-feira,curta,1,nenhum,sim
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,longa,1,nenhum,não
34,terceirizados,divorciado(a),ensino médio,não,não,sim,telefone móvel,novembro,quinta-feira,curta,1,nenhum,não
26,escritório,solteiro(a),graduação,não,não,não,telefone móvel,dezembro,sexta-feira,longa,2,apenas um,não
35,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,maio,quarta-feira,curta,11,nenhum,não
37,desempregado,casado(a),graduação,,,,telefone móvel,março,sexta-feira,curta,2,apenas um,sim
55,escritório,casado(a),graduação,não,sim,não,telefone móvel,novembro,sexta-feira,longa,2,nenhum,sim
49,trabalhador manual,casado(a),básico,,não,não,telefone móvel,agosto,quinta-feira,curta,3,nenhum,não
40,trabalhador manual,casado(a),básico,não,não,sim,telefone fixo,junho,terça-feira,curta,1,nenhum,não
52,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quarta-feira,média,6,nenhum,não
31,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,curta,15,nenhum,não
54,trabalhador manual,divorciado(a),básico,,sim,não,telefone fixo,junho,segunda-feira,curta,1,nenhum,não
27,,solteiro(a),básico,não,não,não,telefone móvel,março,segunda-feira,curta,4,nenhum,não
30,empreendedor,casado(a),graduação,não,não,não,telefone móvel,maio,terça-feira,longa,2,nenhum,não
43,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,longa,1,nenhum,não
35,desempregado,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,1,nenhum,não
37,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,julho,quinta-feira,curta,8,nenhum,não
39,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,julho,quinta-feira,longa,2,nenhum,não
47,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,maio,sexta-feira,média,3,nenhum,não
29,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,maio,sexta-feira,longa,2,nenhum,não
31,,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,não
51,terceirizados,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum,não
31,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,terça-feira,longa,1,nenhum,não
37,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,curta,1,nenhum,não
39,escritório,casado(a),graduação,não,,,telefone móvel,maio,quarta-feira,curta,1,nenhum,não
38,especialista,casado(a),ensino técnico,não,não,sim,telefone móvel,julho,sexta-feira,longa,3,nenhum,sim
32,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,junho,quarta-feira,longa,2,nenhum,sim
81,aposentado,casado(a),ensino técnico,não,sim,não,telefone móvel,outubro,quinta-feira,longa,1,apenas um,sim
34,escritório,casado(a),graduação,não,,,telefone móvel,agosto,segunda-feira,curta,4,nenhum,não
36,gerência,casado(a),graduação,não,sim,não,telefone fixo,outubro,segunda-feira,longa,1,nenhum,não
42,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,segunda-feira,média,1,nenhum,não
33,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,maio,quinta-feira,média,2,nenhum,não
43,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,quinta-feira,longa,1,nenhum,não
34,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,curta,1,nenhum,não
32,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,maio,quarta-feira,curta,3,nenhum,não
33,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,agosto,segunda-feira,curta,2,nenhum,não
27,empreendedor,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,terça-feira,curta,1,nenhum,não
60,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum,sim
28,trabalhador manual,casado(a),graduação,não,não,sim,telefone móvel,maio,quarta-feira,média,1,nenhum,não
48,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,longa,3,nenhum,não
60,gerência,casado(a),básico,não,sim,não,telefone móvel,julho,sexta-feira,longa,3,nenhum,sim
34,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,média,5,nenhum,não
57,especialista,divorciado(a),graduação,,sim,sim,telefone móvel,julho,quarta-feira,longa,5,nenhum,não
43,empreendedor,divorciado(a),ensino técnico,não,sim,não,telefone móvel,novembro,terça-feira,longa,2,nenhum,não
47,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,quarta-feira,média,1,apenas um,não
52,gerência,casado(a),graduação,,não,sim,telefone fixo,maio,quinta-feira,longa,2,nenhum,sim
27,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,3,apenas um,não
37,trabalhador manual,casado(a),básico,não,não,sim,telefone móvel,novembro,segunda-feira,média,1,nenhum,não
39,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,junho,segunda-feira,longa,2,nenhum,sim
39,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,julho,quinta-feira,longa,2,nenhum,sim
53,trabalhador manual,divorciado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,média,1,nenhum,não
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,julho,quarta-feira,longa,2,nenhum,sim
55,escritório,casado(a),ensino médio,não,não,não,telefone móvel,agosto,terça-feira,curta,5,nenhum,não
34,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,junho,quinta-feira,curta,3,nenhum,não
37,terceirizados,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,curta,2,apenas um,não
36,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,longa,4,nenhum,não
32,trabalhador manual,divorciado(a),básico,,sim,não,telefone móvel,julho,quarta-feira,longa,1,nenhum,não
49,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,terça-feira,média,2,nenhum,não
45,empreendedor,casado(a),básico,,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum,sim
47,escritório,divorciado(a),ensino médio,não,sim,não,telefone fixo,outubro,sexta-feira,longa,1,nenhum,não
47,escritório,solteiro(a),graduação,,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum,não
34,escritório,casado(a),graduação,não,sim,não,telefone móvel,novembro,terça-feira,longa,2,apenas um,sim
56,terceirizados,casado(a),ensino médio,não,sim,sim,telefone móvel,abril,segunda-feira,longa,1,nenhum,sim
39,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,nenhum,sim
31,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum,sim
40,escritório,solteiro(a),graduação,,não,sim,telefone móvel,agosto,segunda-feira,média,1,nenhum,não
42,especialista,divorciado(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,longa,1,nenhum,sim
46,gerência,casado(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,1,nenhum,não
36,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,segunda-feira,média,1,nenhum,não
32,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,quarta-feira,curta,20,nenhum,não
